intern_id,name,age,gender,department,internship_duration,attendance_rate,task_completion_rate,punctuality_score,communication_score,teamwork_score,technical_score,problem_solving_score,initiative_score,project_score,mentor_feedback_score,training_hours,certifications,late_submissions,extra_activities,overall_performance,soft_skills_score,discipline_score
365,Intern_365,27,male,marketing,3,93,80,4.3,9.7,5.4,6.5,4.9,7.6,58,6.5,83,6,9,1,48.166666666666664,7.566666666666666,84
366,Intern_366,27,male,hr,3,78,91,9.6,5.2,4.5,4.8,8.5,7.7,69,6.5,39,4,11,0,54.93333333333334,5.8,67
367,Intern_367,25,male,iot,3,67,98,9.5,5.0,7.3,6.6,6.5,8.6,81,7.5,66,5,7,1,61.86666666666667,6.966666666666666,60
368,Intern_368,23,male,iot,6,64,80,8.4,7.7,4.8,3.4,9.2,7.3,52,8.4,72,0,1,1,45.13333333333333,6.6000000000000005,63
369,Intern_369,22,female,data science,6,78,51,8.2,8.8,5.8,8.0,5.2,8.6,79,7.7,42,0,13,0,46.0,7.733333333333334,65
370,Intern_370,19,female,iot,6,73,87,5.1,5.8,8.2,6.8,9.4,7.4,62,3.9,144,5,10,0,51.93333333333334,7.133333333333333,63
371,Intern_371,23,male,data science,6,88,86,4.0,5.3,8.3,9.5,7.5,5.7,77,9.6,72,3,11,1,57.5,6.433333333333334,77
372,Intern_372,19,female,iot,6,85,86,4.4,6.6,9.2,4.0,8.8,3.9,68,8.2,12,6,0,0,52.666666666666664,6.566666666666666,85
373,Intern_373,24,male,data science,6,88,91,3.6,4.9,5.3,4.6,6.8,4.8,50,4.4,124,3,9,1,48.53333333333333,5.0,79
374,Intern_374,21,male,iot,6,75,50,3.8,9.7,5.7,5.9,4.6,7.8,61,3.8,146,0,0,0,38.96666666666667,7.733333333333333,75
375,Intern_375,21,female,data science,3,70,81,5.0,5.1,8.8,5.3,8.3,9.0,94,6.0,13,2,5,0,60.1,7.633333333333333,65
376,Intern_376,25,male,data science,6,96,50,3.2,8.1,7.6,7.0,5.5,5.4,55,4.6,11,1,13,0,37.333333333333336,7.033333333333334,83
377,Intern_377,21,male,iot,9,95,94,7.3,4.4,7.9,3.1,5.0,9.9,62,6.5,130,3,8,0,53.03333333333333,7.400000000000001,87
378,Intern_378,19,female,marketing,6,83,82,5.2,8.5,6.4,8.7,5.8,6.8,45,7.4,92,0,13,1,45.23333333333333,7.233333333333333,70
379,Intern_379,23,male,data science,6,78,88,6.7,8.3,8.3,5.1,10.0,7.2,70,8.0,80,6,12,0,54.36666666666667,7.933333333333334,66
380,Intern_380,20,female,web dev,9,83,52,9.2,4.0,4.5,9.3,6.3,8.5,80,7.8,5,5,0,0,47.1,5.666666666666667,83
381,Intern_381,24,male,data science,6,60,98,9.9,9.2,6.0,6.5,6.7,5.6,42,4.7,77,6,3,1,48.833333333333336,6.933333333333333,57
382,Intern_382,24,male,marketing,3,92,65,6.6,4.8,9.0,9.4,4.7,7.3,54,8.2,133,5,12,1,42.800000000000004,7.033333333333334,80
383,Intern_383,25,male,data science,3,78,82,6.7,5.2,4.0,9.6,4.6,3.9,64,5.2,52,6,6,1,51.86666666666667,4.366666666666666,72
384,Intern_384,24,male,data science,6,89,51,5.9,4.0,6.3,3.4,3.9,9.2,86,6.0,14,1,3,0,46.800000000000004,6.5,86
385,Intern_385,24,male,web dev,9,92,79,6.3,5.9,5.8,5.5,7.1,8.9,71,6.2,132,4,0,0,51.833333333333336,6.866666666666667,92
386,Intern_386,23,female,data science,6,99,98,5.1,7.1,9.4,7.5,8.9,5.1,47,6.5,10,2,2,1,50.833333333333336,7.2,97
387,Intern_387,25,female,data science,6,78,84,8.7,7.0,6.7,7.9,8.8,6.1,62,5.3,87,0,11,1,51.300000000000004,6.599999999999999,67
388,Intern_388,21,female,hr,3,98,92,9.0,9.5,8.7,7.7,3.6,3.0,61,4.9,83,3,9,0,53.56666666666666,7.066666666666666,89
389,Intern_389,20,female,iot,6,78,55,5.6,6.5,4.1,6.5,4.0,3.7,78,6.5,12,6,11,1,46.5,4.766666666666667,67
390,Intern_390,20,female,marketing,3,76,53,9.8,7.2,9.7,3.3,6.0,7.1,70,9.5,17,1,0,0,42.1,8.0,76
391,Intern_391,23,male,marketing,9,78,75,7.3,8.9,5.2,5.5,9.2,3.9,43,5.0,15,5,0,0,41.166666666666664,6.0,78
392,Intern_392,27,male,data science,6,70,77,3.9,6.5,9.7,6.5,6.2,7.8,72,7.9,31,2,7,1,51.833333333333336,8.0,63
393,Intern_393,27,female,marketing,9,64,75,5.1,6.4,3.6,5.3,6.2,5.8,100,3.1,48,2,3,1,60.1,5.266666666666667,61
394,Intern_394,26,female,iot,6,90,92,7.6,6.5,6.5,5.7,9.9,6.5,43,5.4,100,6,12,1,46.9,6.5,78
395,Intern_395,24,male,iot,9,86,93,9.4,6.5,9.3,6.9,8.5,9.0,96,9.4,6,2,9,1,65.3,8.266666666666667,77
396,Intern_396,27,female,marketing,9,86,81,7.2,8.5,3.0,3.3,5.2,6.2,75,6.7,50,6,7,0,53.1,5.8999999999999995,79
397,Intern_397,26,female,iot,3,70,66,6.2,9.8,6.5,5.7,4.3,6.1,81,8.7,21,1,7,1,50.9,7.466666666666666,63
398,Intern_398,20,female,web dev,3,62,57,8.7,4.8,6.4,7.3,3.0,8.3,100,4.8,97,3,1,1,54.76666666666667,6.5,61
399,Intern_399,23,female,hr,9,66,52,5.3,6.5,8.4,4.5,7.2,6.8,55,7.8,131,6,6,0,37.166666666666664,7.233333333333333,60
400,Intern_400,25,male,data science,9,65,81,4.9,7.6,6.2,9.9,3.7,6.1,58,9.1,30,6,12,1,49.63333333333333,6.633333333333333,53
401,Intern_401,22,female,hr,6,66,79,3.3,6.5,6.9,9.2,6.9,8.8,85,5.3,63,5,8,0,57.73333333333333,7.400000000000001,58
402,Intern_402,25,male,marketing,9,93,57,6.6,6.1,9.2,6.8,5.1,3.3,84,8.9,64,4,12,1,49.26666666666667,6.199999999999999,81
403,Intern_403,20,female,hr,9,85,55,9.0,5.8,3.6,3.3,4.4,5.7,98,6.6,95,5,2,0,52.1,5.033333333333334,83
404,Intern_404,25,male,data science,3,77,52,4.8,7.3,3.8,5.8,3.8,9.9,92,4.1,57,0,3,1,49.93333333333334,7.0,74
405,Intern_405,27,male,iot,9,96,59,7.4,6.6,8.5,5.9,8.4,6.1,43,6.5,127,5,4,0,35.96666666666667,7.066666666666666,92
406,Intern_406,19,male,iot,9,72,66,8.3,9.7,9.4,5.1,9.3,6.0,73,4.1,86,4,4,0,48.03333333333333,8.366666666666667,68
407,Intern_407,25,male,marketing,6,79,83,4.4,7.1,7.3,6.8,7.8,6.3,50,6.3,115,5,9,0,46.6,6.8999999999999995,70
408,Intern_408,20,male,data science,6,81,73,8.5,5.3,6.3,9.2,9.2,5.1,64,9.4,22,6,10,0,48.73333333333333,5.566666666666666,71
409,Intern_409,23,female,data science,3,74,74,5.8,9.8,7.2,9.8,5.7,9.5,67,9.3,32,0,11,0,50.26666666666667,8.833333333333334,63
410,Intern_410,23,female,marketing,3,76,99,6.3,6.1,7.8,7.2,7.8,4.1,79,3.4,53,4,1,0,61.73333333333333,6.0,75
411,Intern_411,27,female,marketing,6,82,58,7.5,6.0,7.7,6.5,3.2,8.2,62,4.3,26,6,2,0,42.166666666666664,7.3,80
412,Intern_412,26,female,data science,6,72,69,7.3,6.0,3.0,9.0,3.7,4.9,46,7.0,62,4,0,1,41.333333333333336,4.633333333333334,72
413,Intern_413,27,male,hr,6,68,72,3.8,6.5,4.0,4.2,9.0,5.5,86,6.5,111,3,4,0,54.06666666666666,5.333333333333333,64
414,Intern_414,19,male,data science,3,84,77,3.7,6.5,3.1,5.1,3.3,9.1,84,5.6,36,6,8,0,55.36666666666667,6.233333333333333,76
415,Intern_415,21,male,web dev,6,86,83,5.1,6.5,4.4,4.7,9.9,9.5,49,7.7,61,0,14,1,45.56666666666666,6.8,72
416,Intern_416,25,female,data science,6,66,80,8.8,5.3,4.6,9.0,7.6,9.9,67,5.5,10,3,10,0,52.0,6.599999999999999,56
417,Intern_417,19,male,marketing,9,86,57,7.9,8.8,5.6,6.2,7.9,7.9,56,9.9,74,0,13,0,39.733333333333334,7.433333333333334,73
418,Intern_418,22,female,marketing,6,71,72,5.4,8.6,5.8,6.5,7.9,7.7,93,7.6,112,3,4,0,57.166666666666664,7.366666666666666,67
419,Intern_419,27,female,web dev,6,93,84,5.5,6.5,4.3,4.6,3.1,3.6,75,4.6,136,5,2,1,54.53333333333333,4.8,91
420,Intern_420,19,female,iot,3,98,94,8.9,8.0,6.8,5.5,7.0,7.5,85,8.8,62,3,8,0,61.5,7.433333333333334,90
421,Intern_421,22,male,hr,3,86,77,3.5,5.8,7.8,5.7,9.9,9.2,41,6.2,95,2,14,0,41.233333333333334,7.599999999999999,72
422,Intern_422,27,female,web dev,6,87,68,3.4,8.8,8.3,7.0,6.0,4.9,74,4.6,38,6,6,1,49.666666666666664,7.333333333333333,81
423,Intern_423,20,male,marketing,9,80,85,3.2,3.4,4.7,8.5,6.6,7.3,84,4.6,74,3,0,0,59.166666666666664,5.133333333333333,80
424,Intern_424,24,female,web dev,6,72,56,5.7,7.7,9.7,6.5,5.3,3.2,52,6.5,108,2,3,1,38.166666666666664,6.866666666666666,69
425,Intern_425,21,male,iot,9,78,80,6.4,3.9,9.1,6.5,8.7,7.1,85,3.5,12,6,9,0,57.166666666666664,6.7,69
426,Intern_426,27,male,marketing,9,92,90,8.2,3.2,6.8,9.9,4.3,5.9,82,4.7,74,4,4,0,60.63333333333333,5.3,88
427,Intern_427,22,female,hr,6,98,57,3.3,4.8,8.8,6.5,7.6,3.8,100,9.8,21,0,11,0,54.5,5.800000000000001,87
428,Intern_428,22,female,marketing,6,70,96,7.4,6.9,9.8,5.9,4.5,7.4,94,4.9,132,0,2,1,65.3,8.033333333333333,68
429,Intern_429,24,male,marketing,6,88,57,4.8,9.4,4.0,9.6,4.4,9.6,66,9.7,17,6,3,1,44.199999999999996,7.666666666666667,85
430,Intern_430,21,male,data science,6,80,100,8.8,6.7,6.6,6.3,3.4,3.5,73,8.8,47,6,3,0,59.76666666666667,5.6000000000000005,77
431,Intern_431,25,female,iot,9,70,74,9.6,6.5,3.5,7.8,6.1,3.8,58,4.0,98,0,3,1,46.6,4.6000000000000005,67
432,Intern_432,21,female,data science,6,68,70,8.9,3.7,4.2,3.4,9.0,4.8,59,8.3,30,4,5,1,44.13333333333333,4.233333333333333,63
433,Intern_433,20,female,web dev,3,78,81,3.6,3.1,5.3,8.0,4.8,9.7,54,8.9,114,4,14,1,47.666666666666664,6.033333333333334,64
434,Intern_434,23,male,data science,6,90,85,9.5,7.7,7.1,9.0,4.0,9.8,67,3.8,19,5,8,0,53.666666666666664,8.200000000000001,82
435,Intern_435,21,female,marketing,3,68,98,3.8,5.5,7.4,8.5,9.0,3.1,80,8.7,37,0,2,1,62.166666666666664,5.333333333333333,66
436,Intern_436,19,male,iot,6,76,61,7.2,3.5,3.8,6.5,7.6,3.3,85,8.5,17,1,14,1,50.833333333333336,3.533333333333333,62
437,Intern_437,27,male,marketing,3,100,64,5.0,7.2,6.7,6.0,8.2,9.9,47,7.0,135,5,12,0,39.0,7.933333333333334,88
438,Intern_438,22,female,web dev,6,94,72,5.3,3.4,9.1,4.5,6.0,6.7,85,7.6,106,4,5,0,53.833333333333336,6.3999999999999995,89
439,Intern_439,20,female,hr,6,66,59,9.2,7.0,8.8,6.5,6.8,3.8,51,7.8,112,3,5,1,38.833333333333336,6.533333333333334,61
440,Intern_440,21,male,data science,9,64,76,5.9,6.5,9.0,9.9,10.0,3.3,51,6.3,133,4,8,1,45.63333333333333,6.266666666666667,56
441,Intern_441,21,female,hr,6,67,74,8.4,3.4,3.7,9.4,4.9,9.0,57,6.7,63,1,8,1,46.800000000000004,5.366666666666667,59
442,Intern_442,20,male,web dev,3,71,65,5.0,5.2,7.4,7.8,5.0,5.0,67,9.6,145,4,0,1,46.6,5.866666666666667,71
443,Intern_443,24,male,web dev,3,79,59,4.9,6.5,4.9,3.8,7.8,8.2,89,6.5,146,3,1,1,50.6,6.533333333333334,78
444,Intern_444,27,male,marketing,3,69,92,5.9,6.5,4.8,5.7,7.5,3.6,47,3.3,14,4,3,1,48.23333333333333,4.966666666666667,66
445,Intern_445,22,male,hr,3,63,50,9.9,8.1,4.4,7.3,9.5,9.4,91,6.3,105,5,2,0,49.43333333333334,7.3,61
446,Intern_446,23,female,hr,9,97,94,4.4,6.2,5.1,5.9,7.8,7.7,47,6.6,23,4,2,0,48.96666666666667,6.333333333333333,95
447,Intern_447,22,female,data science,3,60,93,7.6,8.4,8.1,8.9,3.9,7.0,64,3.9,36,1,2,1,55.300000000000004,7.833333333333333,58
448,Intern_448,23,male,data science,6,89,66,9.9,5.5,7.9,9.8,4.0,4.1,85,6.5,81,4,6,1,53.6,5.833333333333333,83
449,Intern_449,25,male,data science,6,69,82,9.6,9.3,6.2,7.3,9.3,4.1,69,7.3,29,6,0,0,52.76666666666667,6.533333333333334,69
450,Intern_450,21,male,data science,6,89,55,7.3,6.5,7.8,5.3,8.2,3.4,62,6.1,149,0,8,0,40.766666666666666,5.8999999999999995,81
451,Intern_451,25,female,data science,6,79,64,8.7,3.2,8.1,8.4,5.0,9.4,51,6.5,124,4,5,0,41.13333333333333,6.900000000000001,74
452,Intern_452,23,female,hr,3,90,82,5.9,8.4,6.5,8.7,8.6,5.8,42,6.5,36,1,1,0,44.23333333333333,6.8999999999999995,89
453,Intern_453,23,male,data science,3,82,100,5.4,8.8,9.0,7.8,6.8,5.3,86,7.5,13,3,7,0,64.60000000000001,7.7,75
454,Intern_454,20,male,hr,6,92,66,7.3,8.9,6.9,7.5,5.3,7.6,92,7.2,111,0,9,1,55.166666666666664,7.8,83
455,Intern_455,26,male,web dev,6,95,59,5.4,3.4,5.0,8.7,6.5,7.3,50,7.9,11,1,4,1,39.233333333333334,5.233333333333333,91
456,Intern_456,20,female,web dev,3,79,89,7.4,7.7,9.2,9.5,10.0,3.9,67,8.3,36,2,5,0,55.166666666666664,6.933333333333333,74
457,Intern_457,19,female,hr,6,79,93,9.2,9.9,6.4,6.3,5.1,9.1,85,8.1,44,5,2,1,61.43333333333334,8.466666666666667,77
458,Intern_458,22,female,data science,9,85,88,6.7,4.4,8.3,3.3,3.6,8.3,77,5.7,120,6,5,0,56.1,7.0,80
459,Intern_459,25,male,web dev,6,84,50,9.3,8.8,3.6,8.0,9.9,3.8,100,5.0,90,0,10,0,52.666666666666664,5.3999999999999995,74
460,Intern_460,19,male,data science,6,93,50,4.7,9.4,9.2,3.4,5.6,4.9,97,6.6,141,3,6,0,50.13333333333333,7.833333333333333,87
461,Intern_461,25,female,marketing,6,65,79,6.3,5.5,3.6,7.0,9.2,7.1,98,6.5,61,6,10,1,61.333333333333336,5.3999999999999995,55
462,Intern_462,20,male,iot,9,67,84,7.6,5.0,3.2,7.3,6.0,7.1,59,9.2,140,0,8,0,50.1,5.1,59
463,Intern_463,19,male,web dev,6,72,53,4.6,8.0,8.1,4.8,9.2,5.5,62,6.5,118,6,5,1,39.93333333333333,7.2,67
464,Intern_464,21,female,data science,9,70,52,4.7,5.5,6.6,3.7,4.4,6.7,50,9.0,63,5,0,1,35.233333333333334,6.266666666666667,70
465,Intern_465,19,female,web dev,6,72,88,8.6,4.5,8.9,9.7,5.8,7.1,44,8.3,129,0,5,1,47.23333333333333,6.833333333333333,67
466,Intern_466,20,female,marketing,9,78,52,6.5,6.5,6.6,7.3,4.5,6.4,52,7.6,126,2,4,0,37.1,6.5,74
467,Intern_467,27,female,iot,6,98,90,7.9,3.2,4.1,7.1,9.3,3.7,89,5.2,70,0,10,0,62.03333333333333,3.6666666666666665,88
468,Intern_468,23,female,data science,9,75,67,3.8,5.3,7.7,6.5,9.3,5.3,66,3.8,7,3,6,0,46.5,6.1000000000000005,69
469,Intern_469,23,female,data science,3,94,90,9.8,5.0,7.7,7.0,7.7,7.1,66,9.4,76,6,14,1,54.333333333333336,6.599999999999999,80
470,Intern_470,25,male,hr,3,74,57,6.4,3.4,6.7,6.5,9.5,6.4,90,4.3,44,1,2,0,51.166666666666664,5.5,72
471,Intern_471,23,male,marketing,6,93,56,10.0,3.0,9.2,6.0,9.3,3.1,45,4.5,121,1,7,0,35.666666666666664,5.1,86
472,Intern_472,20,male,data science,9,92,63,8.1,6.5,7.3,6.5,8.5,4.9,86,5.8,103,5,4,1,51.833333333333336,6.233333333333334,88
473,Intern_473,20,male,data science,9,96,87,9.5,6.1,3.2,6.5,5.7,6.0,75,6.5,64,2,10,0,56.166666666666664,5.1000000000000005,86
474,Intern_474,24,male,iot,6,95,59,4.6,6.4,9.8,7.6,6.3,4.5,95,8.8,50,5,14,0,53.86666666666667,6.900000000000001,81
475,Intern_475,24,male,iot,6,84,81,6.0,6.7,3.3,8.5,8.7,7.8,66,6.2,146,3,5,0,51.833333333333336,5.933333333333334,79
476,Intern_476,20,female,data science,6,79,81,8.6,6.5,8.3,6.5,6.9,4.2,48,6.4,98,1,10,0,45.166666666666664,6.333333333333333,69
477,Intern_477,25,female,data science,6,67,66,5.0,8.6,3.6,6.6,5.7,8.3,95,6.5,52,1,9,0,55.86666666666667,6.833333333333333,58
478,Intern_478,25,female,data science,3,68,74,8.5,6.5,3.8,9.7,4.3,4.1,52,6.5,136,3,11,0,45.23333333333333,4.8,57
479,Intern_479,23,male,web dev,6,68,95,3.5,6.8,6.6,6.5,8.6,4.9,59,7.9,89,3,0,0,53.5,6.099999999999999,68
480,Intern_480,26,female,data science,6,73,87,5.1,3.1,6.3,7.2,6.3,6.9,83,7.4,65,3,7,1,59.06666666666666,5.433333333333334,66
481,Intern_481,26,female,web dev,6,66,74,6.9,6.5,5.3,8.2,5.2,8.7,77,4.2,52,3,4,1,53.06666666666666,6.833333333333333,62
482,Intern_482,27,male,data science,6,73,58,9.3,6.6,8.7,4.9,5.5,8.9,87,9.2,101,4,9,0,49.96666666666667,8.066666666666666,64
483,Intern_483,21,female,hr,6,73,96,6.0,5.2,6.6,6.5,9.1,6.5,62,3.5,92,2,12,1,54.833333333333336,6.1000000000000005,61
484,Intern_484,24,female,hr,6,62,88,3.2,5.3,6.2,6.9,4.6,8.0,97,9.3,31,0,11,1,63.96666666666667,6.5,51
485,Intern_485,24,female,data science,6,61,51,3.6,5.5,6.7,4.7,3.3,3.1,94,5.5,65,3,5,0,49.9,5.1,56
486,Intern_486,22,female,web dev,9,92,98,4.6,3.7,9.0,5.6,4.4,6.2,75,5.6,12,0,0,0,59.53333333333333,6.3,92
487,Intern_487,27,male,marketing,6,91,85,7.2,7.4,6.6,4.4,9.8,4.6,67,4.8,9,6,14,1,52.13333333333333,6.2,77
488,Intern_488,27,male,data science,3,63,78,5.4,8.6,5.6,4.1,5.1,4.4,95,6.2,134,6,9,0,59.03333333333333,6.2,54
489,Intern_489,19,male,iot,9,100,93,7.1,3.3,8.4,8.4,7.5,8.9,64,4.9,142,4,9,0,55.13333333333333,6.866666666666667,91
490,Intern_490,21,female,web dev,3,89,73,4.0,6.5,5.8,6.6,6.7,9.4,78,7.5,80,6,6,1,52.53333333333333,7.233333333333334,83
491,Intern_491,26,male,data science,6,88,81,5.2,9.7,6.9,7.3,8.8,3.8,43,6.4,52,6,6,0,43.76666666666667,6.800000000000001,82
492,Intern_492,26,female,marketing,6,80,59,7.7,5.1,9.3,4.8,4.7,8.7,63,3.7,49,5,4,1,42.266666666666666,7.7,76
493,Intern_493,25,female,marketing,6,83,99,5.2,5.7,7.4,4.1,6.5,7.5,73,6.5,63,6,1,1,58.699999999999996,6.866666666666667,82
494,Intern_494,20,male,marketing,6,68,54,8.5,9.1,3.1,3.0,6.4,3.0,79,6.4,105,3,11,1,45.333333333333336,5.066666666666666,57
495,Intern_495,22,female,iot,9,81,60,8.6,6.5,6.8,8.6,8.0,7.0,85,6.5,110,3,4,1,51.199999999999996,6.766666666666667,77
496,Intern_496,23,male,marketing,9,61,95,5.9,6.0,7.6,9.3,5.9,4.6,46,5.1,141,6,13,0,50.1,6.066666666666666,48
497,Intern_497,21,male,hr,3,86,92,3.2,6.5,4.1,3.2,9.7,9.7,43,8.4,91,2,7,1,46.06666666666666,6.766666666666666,79
498,Intern_498,19,male,iot,9,68,60,6.1,6.5,9.9,3.2,8.8,6.3,95,8.3,45,3,10,1,52.73333333333333,7.566666666666666,58
499,Intern_499,20,male,marketing,6,98,96,6.3,4.4,5.2,6.2,3.9,4.5,50,7.8,38,1,0,1,50.73333333333333,4.7,98
500,Intern_500,24,female,iot,6,65,56,5.4,9.3,5.6,9.6,8.2,8.5,74,6.5,99,5,9,0,46.53333333333333,7.8,56
501,Intern_501,20,female,web dev,6,78,96,7.9,6.5,3.1,7.3,8.2,8.3,42,3.2,55,5,3,0,48.43333333333334,5.966666666666666,75
502,Intern_502,20,female,hr,6,72,67,4.6,6.5,7.1,9.5,5.6,8.7,91,7.4,69,1,11,0,55.833333333333336,7.433333333333333,61
503,Intern_503,22,male,web dev,6,64,50,6.1,6.5,3.7,3.9,3.9,8.2,93,6.0,48,4,13,1,48.96666666666667,6.133333333333333,51
504,Intern_504,27,female,marketing,3,93,68,9.0,8.7,9.7,5.9,8.1,5.7,88,5.8,130,2,0,1,53.96666666666667,8.033333333333333,93
505,Intern_505,20,female,web dev,6,86,58,7.3,6.5,4.7,3.4,3.3,7.1,77,7.3,148,2,14,0,46.13333333333333,6.099999999999999,72
506,Intern_506,25,male,hr,6,72,77,6.5,6.5,4.6,5.2,6.7,8.8,100,7.4,33,1,5,0,60.73333333333333,6.633333333333333,67
507,Intern_507,23,female,web dev,6,74,78,9.0,10.0,7.9,4.8,7.5,8.1,100,7.4,46,0,13,1,60.93333333333334,8.666666666666666,61
508,Intern_508,19,female,marketing,9,73,60,6.1,6.5,6.7,3.7,6.9,4.8,93,5.0,81,0,1,0,52.23333333333333,6.0,72
509,Intern_509,23,male,iot,6,75,71,6.2,8.3,9.8,9.1,5.3,9.7,85,6.5,74,6,6,1,55.03333333333333,9.266666666666667,69
510,Intern_510,25,female,hr,6,74,55,8.8,6.5,4.0,10.0,5.0,5.8,80,7.0,148,3,6,0,48.333333333333336,5.433333333333334,68
511,Intern_511,21,male,iot,6,77,63,7.4,6.5,7.9,9.1,8.9,3.5,95,8.4,144,1,13,1,55.699999999999996,5.966666666666666,64
512,Intern_512,20,male,hr,9,83,52,6.7,5.4,8.6,9.1,8.2,4.2,60,9.1,147,2,5,0,40.36666666666667,6.066666666666666,78
513,Intern_513,20,female,marketing,6,87,52,5.4,6.5,9.9,9.5,8.8,8.7,40,9.4,28,6,11,0,33.833333333333336,8.366666666666665,76
514,Intern_514,20,female,marketing,6,68,70,5.5,6.3,4.5,8.6,3.5,9.2,90,4.7,88,2,7,0,56.199999999999996,6.666666666666667,61
515,Intern_515,25,female,web dev,3,68,87,3.4,6.5,3.6,6.0,3.8,4.8,86,8.2,26,1,5,0,59.666666666666664,4.966666666666666,63
516,Intern_516,27,male,data science,3,95,69,8.3,6.4,5.6,7.8,5.3,3.9,54,6.5,129,0,7,1,43.6,5.3,88
517,Intern_517,22,male,marketing,3,67,86,5.9,6.0,6.4,6.5,5.6,6.7,58,4.3,6,0,11,0,50.166666666666664,6.366666666666667,56
518,Intern_518,21,male,hr,3,95,66,7.7,6.5,9.6,7.3,5.6,3.4,84,9.2,12,3,8,0,52.43333333333334,6.5,87
519,Intern_519,24,female,hr,6,69,97,9.1,6.7,3.7,9.0,5.5,7.8,42,8.1,97,4,3,0,49.333333333333336,6.066666666666666,66
520,Intern_520,22,male,data science,6,78,63,7.1,5.7,9.5,6.5,3.1,9.3,55,5.6,5,6,12,0,41.5,8.166666666666666,66
521,Intern_521,21,male,hr,9,62,70,8.2,5.3,9.6,5.5,6.8,9.1,82,7.5,25,1,0,0,52.5,8.0,62
522,Intern_522,25,female,hr,3,72,51,3.7,4.4,5.8,6.6,8.6,5.4,77,6.5,100,6,8,1,44.86666666666667,5.2,64
523,Intern_523,20,female,data science,9,85,67,7.6,9.8,6.6,4.1,3.1,3.3,64,9.0,73,0,5,1,45.03333333333333,6.566666666666666,80
524,Intern_524,22,male,web dev,9,74,88,8.7,3.4,3.4,7.7,5.1,4.9,97,9.7,13,4,6,0,64.23333333333333,3.9,68
525,Intern_525,21,male,data science,6,73,93,7.9,7.4,9.9,6.5,4.0,4.8,65,4.5,139,1,12,0,54.833333333333336,7.366666666666667,61
526,Intern_526,22,female,data science,3,71,80,6.8,3.4,4.0,8.4,3.2,8.8,96,4.0,25,3,2,1,61.46666666666667,5.400000000000001,69
527,Intern_527,22,male,web dev,9,75,85,4.2,5.0,7.3,7.0,8.2,9.5,90,6.8,122,2,3,1,60.666666666666664,7.266666666666667,72
528,Intern_528,26,female,web dev,9,69,55,3.4,10.0,8.6,7.1,8.7,4.3,84,6.9,103,3,9,0,48.699999999999996,7.633333333333334,60
529,Intern_529,20,female,data science,6,94,76,7.1,6.4,6.0,10.0,4.8,4.0,98,5.2,130,5,9,0,61.333333333333336,5.466666666666666,85
530,Intern_530,22,female,data science,9,71,67,9.4,3.6,9.2,6.5,3.6,3.3,90,7.0,146,6,1,0,54.5,5.366666666666666,70
531,Intern_531,26,female,data science,6,94,71,3.4,9.7,5.9,5.2,3.5,9.2,91,7.6,138,0,9,0,55.73333333333333,8.266666666666666,85
532,Intern_532,22,female,data science,6,95,71,4.4,6.5,9.5,8.8,4.8,7.0,99,5.9,80,4,6,1,59.6,7.666666666666667,89
533,Intern_533,25,male,hr,3,96,50,3.4,8.6,3.2,8.3,6.3,5.3,97,9.7,66,6,4,1,51.76666666666667,5.7,92
534,Intern_534,27,male,data science,6,64,54,8.7,6.9,9.6,6.5,7.4,3.7,49,4.6,24,0,12,1,36.5,6.733333333333333,52
535,Intern_535,24,female,iot,3,73,99,8.0,5.1,6.1,3.7,8.1,4.4,78,6.7,88,5,11,0,60.23333333333333,5.2,62
536,Intern_536,19,female,hr,3,86,97,7.4,4.5,5.7,8.2,9.6,8.4,71,3.2,36,5,5,0,58.73333333333333,6.2,81
537,Intern_537,19,female,data science,6,63,61,9.1,3.8,8.5,7.8,6.5,3.6,99,3.1,72,6,12,1,55.93333333333334,5.3,51
538,Intern_538,24,female,marketing,9,80,89,4.1,7.3,6.6,7.4,9.6,4.2,98,6.5,28,2,1,1,64.8,6.033333333333332,79
539,Intern_539,24,female,data science,6,97,72,8.2,8.2,5.7,9.4,8.0,7.5,78,6.5,74,6,2,0,53.13333333333333,7.133333333333333,95
540,Intern_540,23,male,hr,9,81,60,9.0,7.7,5.4,3.6,9.5,4.2,87,6.5,20,0,1,0,50.199999999999996,5.766666666666667,80
541,Intern_541,27,female,data science,3,100,71,9.5,4.6,5.6,9.7,6.3,6.5,59,4.9,53,3,5,0,46.56666666666666,5.566666666666666,95
542,Intern_542,26,male,web dev,6,68,73,3.0,5.9,6.0,9.7,6.6,4.9,74,6.5,122,3,8,0,52.23333333333333,5.6000000000000005,60
543,Intern_543,25,female,data science,3,74,76,8.3,6.5,5.6,7.2,6.8,3.9,95,9.5,107,1,3,1,59.4,5.333333333333333,71
544,Intern_544,20,male,hr,9,94,67,4.2,3.3,3.2,3.7,6.4,4.8,46,7.4,8,4,10,1,38.9,3.766666666666667,84
545,Intern_545,23,male,data science,9,76,82,6.3,3.8,3.3,6.3,4.8,5.8,54,6.1,129,2,9,1,47.43333333333334,4.3,67
546,Intern_546,24,female,data science,6,62,95,3.1,6.7,3.7,5.3,5.5,9.4,81,5.8,78,4,3,1,60.43333333333334,6.6000000000000005,59
547,Intern_547,20,female,hr,6,61,50,7.2,3.3,6.0,7.7,4.0,6.3,71,7.8,48,6,12,1,42.9,5.2,49
